ts,id,x,y,x_min,x_max,y_min,y_max
"2013-11-03 18:11:12.000000","2","26.2","38.44","25.44","45.42","18.31","56.41"
"2013-11-03 18:11:12.000000","5","34.16","39.12","25.44","45.42","18.31","56.41"
"2013-11-03 18:11:12.000000","7","33.8","54.54","25.44","45.42","18.31","56.41"
"2013-11-03 18:11:12.000000","8","25.68","51.73","25.44","45.42","18.31","56.41"
"2013-11-03 18:11:12.000000","9","26.92","19.42","25.44","45.42","18.31","56.41"
"2013-11-03 18:11:12.000000","10","35.8","18.89","25.44","45.42","18.31","56.41"
"2013-11-03 18:11:12.000000","12","74.59","71.04","25.44","45.42","18.31","56.41"
"2013-11-03 18:11:12.000000","13","27.04","29.47","25.44","45.42","18.31","56.41"
"2013-11-03 18:11:12.000000","14","32.78","30.27","25.44","45.42","18.31","56.41"
"2013-11-03 18:11:12.000000","15","45.33","27.76","25.44","45.42","18.31","56.41"
"2013-11-03 18:11:13.000000","1","42.92","44.68","22.73","45.21","19.69","60.57"
"2013-11-03 18:11:13.000000","2","24.05","39.5","22.73","45.21","19.69","60.57"
"2013-11-03 18:11:13.000000","5","33.45","42.38","22.73","45.21","19.69","60.57"
"2013-11-03 18:11:13.000000","7","33.48","58.6","22.73","45.21","19.69","60.57"
"2013-11-03 18:11:13.000000","8","25.01","53.06","22.73","45.21","19.69","60.57"
"2013-11-03 18:11:13.000000","9","25.71","20.89","22.73","45.21","19.69","60.57"
"2013-11-03 18:11:13.000000","10","34.67","20.61","22.73","45.21","19.69","60.57"
"2013-11-03 18:11:13.000000","12","74.59","71.04","22.73","45.21","19.69","60.57"
"2013-11-03 18:11:13.000000","13","24.88","31.7","22.73","45.21","19.69","60.57"
"2013-11-03 18:11:13.000000","14","31.34","33.05","22.73","45.21","19.69","60.57"
"2013-11-03 18:11:13.000000","15","44.87","30.02","22.73","45.21","19.69","60.57"
"2013-11-03 18:11:14.000000","1","42.92","48.6","20.51","44.56","21.64","63.52"
"2013-11-03 18:11:14.000000","2","21.43","40.45","20.51","44.56","21.64","63.52"
"2013-11-03 18:11:14.000000","5","32.91","44.71","20.51","44.56","21.64","63.52"
"2013-11-03 18:11:14.000000","7","35.79","62.29","20.51","44.56","21.64","63.52"
"2013-11-03 18:11:14.000000","8","23.81","55.05","20.51","44.56","21.64","63.52"
"2013-11-03 18:11:14.000000","9","23.82","22.89","20.51","44.56","21.64","63.52"
"2013-11-03 18:11:14.000000","10","33.3","22.28","20.51","44.56","21.64","63.52"
"2013-11-03 18:11:14.000000","12","74.59","71.04","20.51","44.56","21.64","63.52"
"2013-11-03 18:11:14.000000","13","22.92","30.24","20.51","44.56","21.64","63.52"
"2013-11-03 18:11:14.000000","14","30.13","35.46","20.51","44.56","21.64","63.52"
"2013-11-03 18:11:14.000000","15","44.39","32.25","20.51","44.56","21.64","63.52"
"2013-11-03 18:11:15.000000","1","44.71","52.2","20.29","45.97","22.73","64.06"
"2013-11-03 18:11:15.000000","2","20.48","42.52","20.29","45.97","22.73","64.06"
"2013-11-03 18:11:15.000000","5","33.59","47.36","20.29","45.97","22.73","64.06"
"2013-11-03 18:11:15.000000","7","38.53","63.93","20.29","45.97","22.73","64.06"
"2013-11-03 18:11:15.000000","8","24.68","58.19","20.29","45.97","22.73","64.06"
"2013-11-03 18:11:15.000000","9","22.49","24.45","20.29","45.97","22.73","64.06"
"2013-11-03 18:11:15.000000","10","32.69","23.3","20.29","45.97","22.73","64.06"
"2013-11-03 18:11:15.000000","12","74.59","71.04","20.29","45.97","22.73","64.06"
"2013-11-03 18:11:15.000000","13","22.39","30.08","20.29","45.97","22.73","64.06"
"2013-11-03 18:11:15.000000","14","29.63","36.69","20.29","45.97","22.73","64.06"
"2013-11-03 18:11:15.000000","15","44.17","34.62","20.29","45.97","22.73","64.06"
"2013-11-03 18:11:16.000000","1","46.92","53.87","21.12","47.56","24.18","63.77"
"2013-11-03 18:11:16.000000","2","22.65","44.26","21.12","47.56","24.18","63.77"
"2013-11-03 18:11:16.000000","5","35.89","50.32","21.12","47.56","24.18","63.77"
"2013-11-03 18:11:16.000000","7","39.28","62.9","21.12","47.56","24.18","63.77"
"2013-11-03 18:11:16.000000","8","27.54","59.76","21.12","47.56","24.18","63.77"
"2013-11-03 18:11:16.000000","9","23.51","25.31","21.12","47.56","24.18","63.77"
"2013-11-03 18:11:16.000000","10","34.06","24.58","21.12","47.56","24.18","63.77"
"2013-11-03 18:11:16.000000","12","74.59","71.04","21.12","47.56","24.18","63.77"
"2013-11-03 18:11:16.000000","13","25.1","31.47","21.12","47.56","24.18","63.77"
"2013-11-03 18:11:16.000000","14","30.9","38.99","21.12","47.56","24.18","63.77"
"2013-11-03 18:11:16.000000","15","44.34","37.72","21.12","47.56","24.18","63.77"
"2013-11-03 18:11:17.000000","1","48.75","53.9","24.49","50.11","24.77","61.77"
"2013-11-03 18:11:17.000000","2","26.08","45.2","24.49","50.11","24.77","61.77"
"2013-11-03 18:11:17.000000","5","38.34","51.65","24.49","50.11","24.77","61.77"
"2013-11-03 18:11:17.000000","7","39.22","60.61","24.49","50.11","24.77","61.77"
"2013-11-03 18:11:17.000000","8","29.55","58","24.49","50.11","24.77","61.77"
"2013-11-03 18:11:17.000000","9","26.05","25.49","24.49","50.11","24.77","61.77"
"2013-11-03 18:11:17.000000","10","36.29","25.06","24.49","50.11","24.77","61.77"
"2013-11-03 18:11:17.000000","12","74.59","71.04","24.49","50.11","24.77","61.77"
"2013-11-03 18:11:17.000000","13","27.23","32.26","24.49","50.11","24.77","61.77"
"2013-11-03 18:11:17.000000","14","33.19","39.02","24.49","50.11","24.77","61.77"
"2013-11-03 18:11:17.000000","15","44.08","41.29","24.49","50.11","24.77","61.77"
"2013-11-03 18:11:18.000000","1","50.76","51.99","27.39","50.95","22.91","59.22"
"2013-11-03 18:11:18.000000","2","29.02","43.89","27.39","50.95","22.91","59.22"
"2013-11-03 18:11:18.000000","5","39.47","49.87","27.39","50.95","22.91","59.22"
"2013-11-03 18:11:18.000000","7","38.29","57.84","27.39","50.95","22.91","59.22"
"2013-11-03 18:11:18.000000","8","30.68","54.76","27.39","50.95","22.91","59.22"
"2013-11-03 18:11:18.000000","9","28.34","24.3","27.39","50.95","22.91","59.22"
"2013-11-03 18:11:18.000000","10","37.99","24.31","27.39","50.95","22.91","59.22"
"2013-11-03 18:11:18.000000","12","74.59","71.04","27.39","50.95","22.91","59.22"
"2013-11-03 18:11:18.000000","13","29.41","32.45","27.39","50.95","22.91","59.22"
"2013-11-03 18:11:18.000000","14","34.87","36.87","27.39","50.95","22.91","59.22"
"2013-11-03 18:11:18.000000","15","43.9","42.18","27.39","50.95","22.91","59.22"
"2013-11-03 18:11:19.000000","1","49.82","49.78","29.29","50.64","18.3","56.3"
"2013-11-03 18:11:19.000000","2","30.15","41.41","29.29","50.64","18.3","56.3"
"2013-11-03 18:11:19.000000","5","39.08","47","29.29","50.64","18.3","56.3"
"2013-11-03 18:11:19.000000","7","37.19","54.93","29.29","50.64","18.3","56.3"
"2013-11-03 18:11:19.000000","8","30.43","51.64","29.29","50.64","18.3","56.3"
"2013-11-03 18:11:19.000000","9","29.72","21.94","29.29","50.64","18.3","56.3"
"2013-11-03 18:11:19.000000","10","38.27","20.49","29.29","50.64","18.3","56.3"
"2013-11-03 18:11:19.000000","12","74.59","71.04","29.29","50.64","18.3","56.3"
"2013-11-03 18:11:19.000000","13","30.85","31.19","29.29","50.64","18.3","56.3"
"2013-11-03 18:11:19.000000","14","35.74","32.9","29.29","50.64","18.3","56.3"
"2013-11-03 18:11:19.000000","15","44.11","39.97","29.29","50.64","18.3","56.3"
"2013-11-03 18:11:20.000000","1","48.16","46.3","28.09","48.8","15.07","53.41"
"2013-11-03 18:11:20.000000","2","29.33","40.77","28.09","48.8","15.07","53.41"
"2013-11-03 18:11:20.000000","5","38.27","43.71","28.09","48.8","15.07","53.41"
"2013-11-03 18:11:20.000000","7","36.27","51.91","28.09","48.8","15.07","53.41"
"2013-11-03 18:11:20.000000","8","30.08","49","28.09","48.8","15.07","53.41"
"2013-11-03 18:11:20.000000","9","28.92","19.91","28.09","48.8","15.07","53.41"
"2013-11-03 18:11:20.000000","10","37.96","16.46","28.09","48.8","15.07","53.41"
"2013-11-03 18:11:20.000000","12","74.59","71.04","28.09","48.8","15.07","53.41"
"2013-11-03 18:11:20.000000","13","30.29","28.81","28.09","48.8","15.07","53.41"
"2013-11-03 18:11:20.000000","14","35.38","29.77","28.09","48.8","15.07","53.41"
"2013-11-03 18:11:20.000000","15","44.42","38.01","28.09","48.8","15.07","53.41"
"2013-11-03 18:11:21.000000","1","47.48","43.63","26.65","47.69","13.45","50.2"
"2013-11-03 18:11:21.000000","2","28.47","39.3","26.65","47.69","13.45","50.2"
"2013-11-03 18:11:21.000000","5","36.57","39.92","26.65","47.69","13.45","50.2"
"2013-11-03 18:11:21.000000","7","34.77","48.8","26.65","47.69","13.45","50.2"
"2013-11-03 18:11:21.000000","8","29.1","47.13","26.65","47.69","13.45","50.2"
"2013-11-03 18:11:21.000000","9","27.37","18.56","26.65","47.69","13.45","50.2"
"2013-11-03 18:11:21.000000","10","36.59","14.09","26.65","47.69","13.45","50.2"
"2013-11-03 18:11:21.000000","12","74.59","71.04","26.65","47.69","13.45","50.2"
"2013-11-03 18:11:21.000000","13","28.84","28.43","26.65","47.69","13.45","50.2"
"2013-11-03 18:11:21.000000","14","34.27","27.47","26.65","47.69","13.45","50.2"
"2013-11-03 18:11:21.000000","15","43.53","33.62","26.65","47.69","13.45","50.2"
"2013-11-03 18:11:22.000000","1","46.33","41.27","23.93","47.16","11.92","47.36"
"2013-11-03 18:11:22.000000","2","26.24","37.61","23.93","47.16","11.92","47.36"
"2013-11-03 18:11:22.000000","5","34.33","36.99","23.93","47.16","11.92","47.36"
"2013-11-03 18:11:22.000000","7","32.97","46.09","23.93","47.16","11.92","47.36"
"2013-11-03 18:11:22.000000","8","26.92","46.32","23.93","47.16","11.92","47.36"
"2013-11-03 18:11:22.000000","9","25.32","17","23.93","47.16","11.92","47.36"
"2013-11-03 18:11:22.000000","10","33.91","12.79","23.93","47.16","11.92","47.36"
"2013-11-03 18:11:22.000000","12","74.59","71.04","23.93","47.16","11.92","47.36"
"2013-11-03 18:11:22.000000","13","26.25","28.68","23.93","47.16","11.92","47.36"
"2013-11-03 18:11:22.000000","14","32.77","25.18","23.93","47.16","11.92","47.36"
"2013-11-03 18:11:22.000000","15","41.38","28.31","23.93","47.16","11.92","47.36"
"2013-11-03 18:11:23.000000","1","44.42","38.61","21.16","45.2","8.76","46.13"
"2013-11-03 18:11:23.000000","2","23.26","34.78","21.16","45.2","8.76","46.13"
"2013-11-03 18:11:23.000000","5","31.65","34.27","21.16","45.2","8.76","46.13"
"2013-11-03 18:11:23.000000","7","30.82","45.25","21.16","45.2","8.76","46.13"
"2013-11-03 18:11:23.000000","8","23.99","45.78","21.16","45.2","8.76","46.13"
"2013-11-03 18:11:23.000000","9","22.46","14.19","21.16","45.2","8.76","46.13"
"2013-11-03 18:11:23.000000","10","30.76","10.36","21.16","45.2","8.76","46.13"
"2013-11-03 18:11:23.000000","12","74.59","71.04","21.16","45.2","8.76","46.13"
"2013-11-03 18:11:23.000000","13","23.34","27.45","21.16","45.2","8.76","46.13"
"2013-11-03 18:11:23.000000","14","31.4","22.72","21.16","45.2","8.76","46.13"
"2013-11-03 18:11:23.000000","15","39.23","24.07","21.16","45.2","8.76","46.13"
"2013-11-03 18:11:24.000000","1","43.05","35.97","18.39","43.75","5.64","46.21"
"2013-11-03 18:11:24.000000","2","20.08","33.36","18.39","43.75","5.64","46.21"
"2013-11-03 18:11:24.000000","5","29.03","31.88","18.39","43.75","5.64","46.21"
"2013-11-03 18:11:24.000000","7","28.46","46.04","18.39","43.75","5.64","46.21"
"2013-11-03 18:11:24.000000","8","21.44","45.32","18.39","43.75","5.64","46.21"
"2013-11-03 18:11:24.000000","9","20.02","11.74","18.39","43.75","5.64","46.21"
"2013-11-03 18:11:24.000000","10","27.11","6.97","18.39","43.75","5.64","46.21"
"2013-11-03 18:11:24.000000","12","74.59","71.04","18.39","43.75","5.64","46.21"
"2013-11-03 18:11:24.000000","13","20.32","27.78","18.39","43.75","5.64","46.21"
"2013-11-03 18:11:24.000000","14","29.38","20.67","18.39","43.75","5.64","46.21"
"2013-11-03 18:11:24.000000","15","38.17","21.01","18.39","43.75","5.64","46.21"
"2013-11-03 18:11:25.000000","1","41.13","33.89","14.58","42.15","5.34","45.58"
"2013-11-03 18:11:25.000000","2","16.32","33.85","14.58","42.15","5.34","45.58"
"2013-11-03 18:11:25.000000","5","25.92","31.46","14.58","42.15","5.34","45.58"
"2013-11-03 18:11:25.000000","7","26.02","44.73","14.58","42.15","5.34","45.58"
"2013-11-03 18:11:25.000000","8","18.38","43.77","14.58","42.15","5.34","45.58"
"2013-11-03 18:11:25.000000","9","19.53","10.67","14.58","42.15","5.34","45.58"
"2013-11-03 18:11:25.000000","10","24.48","5.63","14.58","42.15","5.34","45.58"
"2013-11-03 18:11:25.000000","12","74.59","71.04","14.58","42.15","5.34","45.58"
"2013-11-03 18:11:25.000000","13","17.12","28.91","14.58","42.15","5.34","45.58"
"2013-11-03 18:11:25.000000","14","26.88","18.77","14.58","42.15","5.34","45.58"
"2013-11-03 18:11:25.000000","15","37.69","18.91","14.58","42.15","5.34","45.58"
"2013-11-03 18:11:26.000000","1","39.06","32.29","11.51","40","6.55","44.19"
"2013-11-03 18:11:26.000000","2","13.13","35.65","11.51","40","6.55","44.19"
"2013-11-03 18:11:26.000000","5","22.42","32.07","11.51","40","6.55","44.19"
"2013-11-03 18:11:26.000000","7","23.88","42.77","11.51","40","6.55","44.19"
"2013-11-03 18:11:26.000000","8","15.36","43.7","11.51","40","6.55","44.19"
"2013-11-03 18:11:26.000000","9","18.03","11.47","11.51","40","6.55","44.19"
"2013-11-03 18:11:26.000000","10","24.37","8.32","11.51","40","6.55","44.19"
"2013-11-03 18:11:26.000000","12","74.59","71.04","11.51","40","6.55","44.19"
"2013-11-03 18:11:26.000000","13","12.94","31.54","11.51","40","6.55","44.19"
"2013-11-03 18:11:26.000000","14","23.48","18.33","11.51","40","6.55","44.19"
"2013-11-03 18:11:26.000000","15","36.86","17.24","11.51","40","6.55","44.19"
"2013-11-03 18:11:27.000000","1","36.8","31.75","8.93","37.97","10.34","44.33"
"2013-11-03 18:11:27.000000","2","10.3","37.46","8.93","37.97","10.34","44.33"
"2013-11-03 18:11:27.000000","5","19.9","32.28","8.93","37.97","10.34","44.33"
"2013-11-03 18:11:27.000000","7","22.44","41.82","8.93","37.97","10.34","44.33"
"2013-11-03 18:11:27.000000","8","12.82","44.28","8.93","37.97","10.34","44.33"
"2013-11-03 18:11:27.000000","9","16.47","13.24","8.93","37.97","10.34","44.33"
"2013-11-03 18:11:27.000000","10","25.51","12.01","8.93","37.97","10.34","44.33"
"2013-11-03 18:11:27.000000","12","74.59","71.04","8.93","37.97","10.34","44.33"
"2013-11-03 18:11:27.000000","13","10.99","32.81","8.93","37.97","10.34","44.33"
"2013-11-03 18:11:27.000000","14","20.5","19.76","8.93","37.97","10.34","44.33"
"2013-11-03 18:11:27.000000","15","36.92","16.01","8.93","37.97","10.34","44.33"
"2013-11-03 18:11:28.000000","1","34.2","32.24","7.68","37.17","13.72","46.23"
"2013-11-03 18:11:28.000000","2","8.17","38.71","7.68","37.17","13.72","46.23"
"2013-11-03 18:11:28.000000","5","17.79","34.22","7.68","37.17","13.72","46.23"
"2013-11-03 18:11:28.000000","7","21.57","41.69","7.68","37.17","13.72","46.23"
"2013-11-03 18:11:28.000000","8","11.23","45.17","7.68","37.17","13.72","46.23"
"2013-11-03 18:11:28.000000","9","15.8","15.12","7.68","37.17","13.72","46.23"
"2013-11-03 18:11:28.000000","10","25.12","15.27","7.68","37.17","13.72","46.23"
"2013-11-03 18:11:28.000000","12","74.59","71.04","7.68","37.17","13.72","46.23"
"2013-11-03 18:11:28.000000","13","9.73","33.65","7.68","37.17","13.72","46.23"
"2013-11-03 18:11:28.000000","14","19.4","21.48","7.68","37.17","13.72","46.23"
"2013-11-03 18:11:28.000000","15","36.96","15.59","7.68","37.17","13.72","46.23"
"2013-11-03 18:11:29.000000","1","32.27","34.84","6.31","36.42","15.61","48.26"
"2013-11-03 18:11:29.000000","2","7.26","39.83","6.31","36.42","15.61","48.26"
"2013-11-03 18:11:29.000000","5","14.76","37.03","6.31","36.42","15.61","48.26"
"2013-11-03 18:11:29.000000","7","20.35","43.57","6.31","36.42","15.61","48.26"
"2013-11-03 18:11:29.000000","8","9.66","47.45","6.31","36.42","15.61","48.26"
"2013-11-03 18:11:29.000000","9","13.93","18.89","6.31","36.42","15.61","48.26"
"2013-11-03 18:11:29.000000","10","23.13","19.39","6.31","36.42","15.61","48.26"
"2013-11-03 18:11:29.000000","12","74.59","71.04","6.31","36.42","15.61","48.26"
"2013-11-03 18:11:29.000000","13","7.3","34.52","6.31","36.42","15.61","48.26"
"2013-11-03 18:11:29.000000","14","18.31","23.54","6.31","36.42","15.61","48.26"
"2013-11-03 18:11:29.000000","15","36.22","16.07","6.31","36.42","15.61","48.26"
"2013-11-03 18:11:30.000000","1","31.16","37.26","4.87","36.55","16.73","48.39"
"2013-11-03 18:11:30.000000","2","6.34","40.42","4.87","36.55","16.73","48.39"
"2013-11-03 18:11:30.000000","5","12.03","40.13","4.87","36.55","16.73","48.39"
"2013-11-03 18:11:30.000000","7","18.05","46.02","4.87","36.55","16.73","48.39"
"2013-11-03 18:11:30.000000","8","9.22","48.23","4.87","36.55","16.73","48.39"
"2013-11-03 18:11:30.000000","9","11.83","22.59","4.87","36.55","16.73","48.39"
"2013-11-03 18:11:30.000000","10","19.91","23.31","4.87","36.55","16.73","48.39"
"2013-11-03 18:11:30.000000","12","74.59","71.04","4.87","36.55","16.73","48.39"
"2013-11-03 18:11:30.000000","13","5.45","34.97","4.87","36.55","16.73","48.39"
"2013-11-03 18:11:30.000000","14","17.2","26.28","4.87","36.55","16.73","48.39"
"2013-11-03 18:11:30.000000","15","36.51","17.16","4.87","36.55","16.73","48.39"
"2013-11-03 18:11:31.000000","1","30.14","39.67","4.15","37.33","17.5","47.72"
"2013-11-03 18:11:31.000000","2","5.09","40.96","4.15","37.33","17.5","47.72"
"2013-11-03 18:11:31.000000","5","10.8","42.38","4.15","37.33","17.5","47.72"
"2013-11-03 18:11:31.000000","7","15.92","44.98","4.15","37.33","17.5","47.72"
"2013-11-03 18:11:31.000000","8","10.54","46.66","4.15","37.33","17.5","47.72"
"2013-11-03 18:11:31.000000","9","9.56","26.38","4.15","37.33","17.5","47.72"
"2013-11-03 18:11:31.000000","10","16.76","26.21","4.15","37.33","17.5","47.72"
"2013-11-03 18:11:31.000000","12","74.59","71.04","4.15","37.33","17.5","47.72"
"2013-11-03 18:11:31.000000","13","4.49","36.24","4.15","37.33","17.5","47.72"
"2013-11-03 18:11:31.000000","14","15.24","28.74","4.15","37.33","17.5","47.72"
"2013-11-03 18:11:31.000000","15","36.87","17.79","4.15","37.33","17.5","47.72"
"2013-11-03 18:11:32.000000","1","29.99","40.42","2.42","38.29","18.19","45.63"
"2013-11-03 18:11:32.000000","2","4.67","41.39","2.42","38.29","18.19","45.63"
"2013-11-03 18:11:32.000000","5","10.57","42.96","2.42","38.29","18.19","45.63"
"2013-11-03 18:11:32.000000","7","15.28","45.17","2.42","38.29","18.19","45.63"
"2013-11-03 18:11:32.000000","8","10.92","44.88","2.42","38.29","18.19","45.63"
"2013-11-03 18:11:32.000000","9","8.11","29.68","2.42","38.29","18.19","45.63"
"2013-11-03 18:11:32.000000","10","14.71","28.57","2.42","38.29","18.19","45.63"
"2013-11-03 18:11:32.000000","12","74.59","71.04","2.42","38.29","18.19","45.63"
"2013-11-03 18:11:32.000000","13","3.46","37.64","2.42","38.29","18.19","45.63"
"2013-11-03 18:11:32.000000","14","12.46","30.6","2.42","38.29","18.19","45.63"
"2013-11-03 18:11:32.000000","15","37.87","18.6","2.42","38.29","18.19","45.63"
"2013-11-03 18:11:33.000000","1","30.39","42.14","1.61","38.45","19","45.66"
"2013-11-03 18:11:33.000000","2","4.94","41.75","1.61","38.45","19","45.66"
"2013-11-03 18:11:33.000000","5","9.86","43.11","1.61","38.45","19","45.66"
"2013-11-03 18:11:33.000000","7","15.71","45.61","1.61","38.45","19","45.66"
"2013-11-03 18:11:33.000000","8","10.22","43.58","1.61","38.45","19","45.66"
"2013-11-03 18:11:33.000000","9","6.89","32.24","1.61","38.45","19","45.66"
"2013-11-03 18:11:33.000000","10","13.96","31","1.61","38.45","19","45.66"
"2013-11-03 18:11:33.000000","12","74.59","71.04","1.61","38.45","19","45.66"
"2013-11-03 18:11:33.000000","13","1.95","38.35","1.61","38.45","19","45.66"
"2013-11-03 18:11:33.000000","14","10.83","32.64","1.61","38.45","19","45.66"
"2013-11-03 18:11:33.000000","15","38.32","19.38","1.61","38.45","19","45.66"
"2013-11-03 18:11:34.000000","1","30.98","43.54","2.8","37.91","19.82","45.58"
"2013-11-03 18:11:34.000000","2","4.43","40.68","2.8","37.91","19.82","45.58"
"2013-11-03 18:11:34.000000","5","10.3","43.6","2.8","37.91","19.82","45.58"
"2013-11-03 18:11:34.000000","7","15.52","45.44","2.8","37.91","19.82","45.58"
"2013-11-03 18:11:34.000000","8","11.15","43.9","2.8","37.91","19.82","45.58"
"2013-11-03 18:11:34.000000","9","6.4","33.35","2.8","37.91","19.82","45.58"
"2013-11-03 18:11:34.000000","10","14.48","32.55","2.8","37.91","19.82","45.58"
"2013-11-03 18:11:34.000000","12","74.59","71.04","2.8","37.91","19.82","45.58"
"2013-11-03 18:11:34.000000","13","3.68","38.25","2.8","37.91","19.82","45.58"
"2013-11-03 18:11:34.000000","14","10.33","34.09","2.8","37.91","19.82","45.58"
"2013-11-03 18:11:34.000000","15","37.03","20.43","2.8","37.91","19.82","45.58"
"2013-11-03 18:11:35.000000","1","31.44","43.23","2.55","35.98","21.18","44.86"
"2013-11-03 18:11:35.000000","2","2.92","40.1","2.55","35.98","21.18","44.86"
"2013-11-03 18:11:35.000000","5","11.35","42.95","2.55","35.98","21.18","44.86"
"2013-11-03 18:11:35.000000","7","15.31","44.25","2.55","35.98","21.18","44.86"
"2013-11-03 18:11:35.000000","8","8.72","43.17","2.55","35.98","21.18","44.86"
"2013-11-03 18:11:35.000000","9","5.51","34.23","2.55","35.98","21.18","44.86"
"2013-11-03 18:11:35.000000","10","14.59","32.69","2.55","35.98","21.18","44.86"
"2013-11-03 18:11:35.000000","12","74.59","71.04","2.55","35.98","21.18","44.86"
"2013-11-03 18:11:35.000000","13","3.76","37.74","2.55","35.98","21.18","44.86"
"2013-11-03 18:11:35.000000","14","9.74","35.06","2.55","35.98","21.18","44.86"
"2013-11-03 18:11:35.000000","15","34.84","21.94","2.55","35.98","21.18","44.86"
"2013-11-03 18:11:36.000000","1","31.29","44.73","3.9","33.53","22.71","45.45"
"2013-11-03 18:11:36.000000","2","4.89","40.2","3.9","33.53","22.71","45.45"
"2013-11-03 18:11:36.000000","5","11.62","40.48","3.9","33.53","22.71","45.45"
"2013-11-03 18:11:36.000000","7","14.8","44.9","3.9","33.53","22.71","45.45"
"2013-11-03 18:11:36.000000","8","6.4","41.16","3.9","33.53","22.71","45.45"
"2013-11-03 18:11:36.000000","9","4.85","34.65","3.9","33.53","22.71","45.45"
"2013-11-03 18:11:36.000000","10","14.35","32.5","3.9","33.53","22.71","45.45"
"2013-11-03 18:11:36.000000","12","74.59","71.04","3.9","33.53","22.71","45.45"
"2013-11-03 18:11:36.000000","13","4.41","36.99","3.9","33.53","22.71","45.45"
"2013-11-03 18:11:36.000000","14","8.91","35.02","3.9","33.53","22.71","45.45"
"2013-11-03 18:11:36.000000","15","32.31","23.47","3.9","33.53","22.71","45.45"
"2013-11-03 18:11:37.000000","1","31.88","45.73","3.8","32.21","24.68","45.89"
"2013-11-03 18:11:37.000000","2","5.38","40.13","3.8","32.21","24.68","45.89"
"2013-11-03 18:11:37.000000","5","10.92","38.82","3.8","32.21","24.68","45.89"
"2013-11-03 18:11:37.000000","7","14.71","44.33","3.8","32.21","24.68","45.89"
"2013-11-03 18:11:37.000000","8","6.16","40.88","3.8","32.21","24.68","45.89"
"2013-11-03 18:11:37.000000","9","4.35","34.71","3.8","32.21","24.68","45.89"
"2013-11-03 18:11:37.000000","10","14.21","31.08","3.8","32.21","24.68","45.89"
"2013-11-03 18:11:37.000000","12","74.59","71.04","3.8","32.21","24.68","45.89"
"2013-11-03 18:11:37.000000","13","4.41","38.12","3.8","32.21","24.68","45.89"
"2013-11-03 18:11:37.000000","14","8.59","34.89","3.8","32.21","24.68","45.89"
"2013-11-03 18:11:37.000000","15","29.42","26.36","3.8","32.21","24.68","45.89"
"2013-11-03 18:11:38.000000","1","32.24","46.37","2.69","32.25","28.12","46.94"
"2013-11-03 18:11:38.000000","2","5.7","40.26","2.69","32.25","28.12","46.94"
"2013-11-03 18:11:38.000000","5","9.44","38.46","2.69","32.25","28.12","46.94"
"2013-11-03 18:11:38.000000","7","14.87","45.18","2.69","32.25","28.12","46.94"
"2013-11-03 18:11:38.000000","8","4.81","39.88","2.69","32.25","28.12","46.94"
"2013-11-03 18:11:38.000000","9","3.08","36.16","2.69","32.25","28.12","46.94"
"2013-11-03 18:11:38.000000","10","13.79","30.71","2.69","32.25","28.12","46.94"
"2013-11-03 18:11:38.000000","12","74.59","71.04","2.69","32.25","28.12","46.94"
"2013-11-03 18:11:38.000000","13","4.97","38.37","2.69","32.25","28.12","46.94"
"2013-11-03 18:11:38.000000","14","7.51","35.36","2.69","32.25","28.12","46.94"
"2013-11-03 18:11:38.000000","15","26.58","29.36","2.69","32.25","28.12","46.94"
"2013-11-03 18:11:39.000000","1","31.87","47.07","1.94","32.16","30.47","47.18"
"2013-11-03 18:11:39.000000","2","6.69","39.83","1.94","32.16","30.47","47.18"
"2013-11-03 18:11:39.000000","5","8.37","38.38","1.94","32.16","30.47","47.18"
"2013-11-03 18:11:39.000000","7","15.16","45.95","1.94","32.16","30.47","47.18"
"2013-11-03 18:11:39.000000","8","3.26","38.53","1.94","32.16","30.47","47.18"
"2013-11-03 18:11:39.000000","9","2.36","37.78","1.94","32.16","30.47","47.18"
"2013-11-03 18:11:39.000000","10","14.64","31.74","1.94","32.16","30.47","47.18"
"2013-11-03 18:11:39.000000","12","74.59","71.04","1.94","32.16","30.47","47.18"
"2013-11-03 18:11:39.000000","13","6.65","38.82","1.94","32.16","30.47","47.18"
"2013-11-03 18:11:39.000000","14","6.88","36.06","1.94","32.16","30.47","47.18"
"2013-11-03 18:11:39.000000","15","24.22","31.12","1.94","32.16","30.47","47.18"
"2013-11-03 18:11:40.000000","1","31.28","46.76","0.92","46.78","31.59","67.72"
"2013-11-03 18:11:40.000000","2","7.93","39.09","0.92","46.78","31.59","67.72"
"2013-11-03 18:11:40.000000","5","7.58","37.63","0.92","46.78","31.59","67.72"
"2013-11-03 18:11:40.000000","6","46.78","67.72","0.92","46.78","31.59","67.72"
"2013-11-03 18:11:40.000000","7","14.17","44.94","0.92","46.78","31.59","67.72"
"2013-11-03 18:11:40.000000","8","3.81","37.22","0.92","46.78","31.59","67.72"
"2013-11-03 18:11:40.000000","9","1.36","38.13","0.92","46.78","31.59","67.72"
"2013-11-03 18:11:40.000000","10","14.95","31.98","0.92","46.78","31.59","67.72"
"2013-11-03 18:11:40.000000","12","74.59","71.04","0.92","46.78","31.59","67.72"
"2013-11-03 18:11:40.000000","13","7.99","39.27","0.92","46.78","31.59","67.72"
"2013-11-03 18:11:40.000000","14","6.68","36","0.92","46.78","31.59","67.72"
