id,time,energy
Player 12 11/03/17,90,0.00084
Player 13 11/03/17,0,605.7571687
Player 13 11/03/17,5,428.1290997
Player 13 11/03/17,10,410.990435
Player 13 11/03/17,15,439.2997202
Player 13 11/03/17,20,495.0591191
Player 13 11/03/17,25,479.5708422
Player 13 11/03/17,30,528.6534821
Player 13 11/03/17,35,540.5510388
Player 13 11/03/17,40,521.6982816
Player 13 11/03/17,45,650.4468528
Player 13 11/03/17,50,416.4832762
Player 13 11/03/17,55,542.6407133
Player 13 11/03/17,60,597.0538349
Player 13 11/03/17,65,383.5256915
Player 13 11/03/17,70,728.9183431
Player 13 11/03/17,75,453.7549201
Player 13 11/03/17,80,485.9784055
Player 13 11/03/17,85,536.9357687
Player 13 11/03/17,90,483.3359188
Player 14 11/03/17,0,501.8877285
Player 14 11/03/17,5,375.68157
Player 14 11/03/17,10,423.0333292
Player 14 11/03/17,15,403.5901192
Player 14 11/03/17,20,364.6148286
Player 14 11/03/17,25,406.7357377
Player 14 11/03/17,30,349.4893506
Player 14 11/03/17,35,438.0061783
Player 14 11/03/17,40,469.5640666
Player 14 11/03/17,45,567.8234894
Player 14 11/03/17,50,399.7135348
Player 14 11/03/17,55,334.7410886
Player 14 11/03/17,60,633.2236523
Player 14 11/03/17,65,364.2861524
Player 14 11/03/17,70,384.8137906
Player 14 11/03/17,75,284.1081428
Player 14 11/03/17,80,382.700589
Player 14 11/03/17,85,312.7632367
Player 14 11/03/17,90,421.4413558
Player 15 11/03/17,0,426.2419512
Player 15 11/03/17,5,385.1179116
Player 15 11/03/17,10,409.2546439
Player 15 11/03/17,15,337.8998838
Player 15 11/03/17,20,343.2908943
Player 15 11/03/17,25,424.0484147
Player 15 11/03/17,30,346.9740358
Player 15 11/03/17,35,366.1802206
Player 15 11/03/17,40,444.3162839
Player 15 11/03/17,45,466.6719095
Player 15 11/03/17,50,333.173476
Player 15 11/03/17,55,318.6495858
Player 15 11/03/17,60,347.0217309
Player 15 11/03/17,65,357.6679693
Player 15 11/03/17,70,376.2380932
Player 15 11/03/17,75,286.3910032
Player 15 11/03/17,80,377.6318409
Player 15 11/03/17,85,473.620948
Player 15 11/03/17,90,339.8319214
Player 2 11/03/17,0,392.2990446
Player 2 11/03/17,5,319.2630311
Player 2 11/03/17,10,401.273365
Player 2 11/03/17,15,264.6055769
Player 2 11/03/17,20,353.8596136
Player 2 11/03/17,25,295.6363628
Player 2 11/03/17,30,292.2499197
Player 2 11/03/17,35,485.5272128
Player 2 11/03/17,40,455.5404593
Player 2 11/03/17,45,480.1630543
Player 2 11/03/17,50,300.079089
Player 2 11/03/17,55,366.4613832
Player 2 11/03/17,60,341.3961755
Player 2 11/03/17,65,230.2533962
Player 2 11/03/17,70,623.7341562
Player 2 11/03/17,75,295.802175
Player 2 11/03/17,80,258.1804299
Player 2 11/03/17,85,399.2964886
Player 2 11/03/17,90,354.8391596
Player 3 11/03/17,25,2.35981
Player 3 11/03/17,30,0.0002
Player 4 11/03/17,45,1.332234998
Player 4 11/03/17,50,4.808044814
Player 4 11/03/17,55,2.701742441
Player 4 11/03/17,60,2.649083106
Player 4 11/03/17,65,2.063477147
Player 4 11/03/17,70,2.610622771
Player 4 11/03/17,75,3.806841971
Player 4 11/03/17,85,5.97289038
Player 4 11/03/17,90,1.147
Player 5 11/03/17,0,606.3303517
Player 5 11/03/17,5,545.4183192
Player 5 11/03/17,10,550.5247625
Player 5 11/03/17,15,560.893389
Player 5 11/03/17,20,446.8918085
Player 5 11/03/17,25,530.2894421
Player 5 11/03/17,30,467.1313329
Player 5 11/03/17,35,479.7209093
Player 5 11/03/17,40,571.9482146
Player 5 11/03/17,45,691.0450205
Player 5 11/03/17,50,475.3521258
Player 5 11/03/17,55,414.0344161
Player 5 11/03/17,60,602.064352
Player 5 11/03/17,65,418.6223966
Player 5 11/03/17,70,559.5410987
Player 5 11/03/17,75,296.8655804
Player 5 11/03/17,80,470.8201885
Player 5 11/03/17,85,468.7052747
Player 5 11/03/17,90,422.3367785
Player 6 11/03/17,0,0.1173
Player 6 11/03/17,5,1.255037071
Player 6 11/03/17,10,0.9319
Player 6 11/03/17,15,0.973283072
Player 6 11/03/17,20,0.542616928
Player 6 11/03/17,25,233.9049538
Player 6 11/03/17,30,322.2563609
Player 6 11/03/17,35,0.27610876
Player 6 11/03/17,40,2.834665132
Player 6 11/03/17,45,140.4699082
Player 6 11/03/17,50,275.5556009
Player 6 11/03/17,55,188.1477854
Player 6 11/03/17,60,157.7712965
Player 6 11/03/17,65,429.5509751
Player 6 11/03/17,70,320.9117218
Player 6 11/03/17,75,267.4247512
Player 6 11/03/17,80,331.3907166
Player 6 11/03/17,85,265.1532625
Player 6 11/03/17,90,263.0656419
Player 7 11/03/17,0,339.5846715
Player 7 11/03/17,5,404.2753719
Player 7 11/03/17,10,284.5228216
Player 7 11/03/17,15,363.1445892
Player 7 11/03/17,20,465.9766233
Player 7 11/03/17,25,271.842249
Player 7 11/03/17,30,312.5766178
Player 7 11/03/17,35,460.8079699
Player 7 11/03/17,40,372.9617428
Player 7 11/03/17,45,355.3414238
Player 7 11/03/17,50,305.4297526
Player 7 11/03/17,55,322.3717493
Player 7 11/03/17,60,306.2037655
Player 7 11/03/17,65,13.10854745
Player 7 11/03/17,70,1.750046588
Player 7 11/03/17,75,1.15
Player 7 11/03/17,80,1.08
Player 7 11/03/17,85,2.83
Player 7 11/03/17,90,2.85254784
Player 8 11/03/17,0,541.9836048
Player 8 11/03/17,5,460.8098015
Player 8 11/03/17,10,403.5241384
Player 8 11/03/17,15,415.9828559
Player 8 11/03/17,20,359.2658021
Player 8 11/03/17,25,346.0447864
Player 8 11/03/17,30,317.1122648
Player 8 11/03/17,35,552.1332467
Player 8 11/03/17,40,422.9444037
Player 8 11/03/17,45,586.1290623
Player 8 11/03/17,50,357.3364468
Player 8 11/03/17,55,353.8892743
Player 8 11/03/17,60,575.3551302
Player 8 11/03/17,65,448.3512965
Player 8 11/03/17,70,508.9931253
Player 8 11/03/17,75,381.7844452
Player 8 11/03/17,80,307.5255448
Player 8 11/03/17,85,350.8044264
Player 9 11/03/17,0,4.52E+02
Player 9 11/03/17,5,318.2060204
Player 9 11/03/17,10,251.8864252
Player 9 11/03/17,15,324.7710145
Player 9 11/03/17,20,287.6220027
Player 9 11/03/17,25,276.482606
Player 9 11/03/17,30,386.3835002
Player 9 11/03/17,35,418.4430148
Player 9 11/03/17,40,432.6282889
Player 9 11/03/17,45,509.6578935
Player 9 11/03/17,50,350.1750573
Player 9 11/03/17,55,362.1749567
Player 9 11/03/17,60,480.1866828
Player 9 11/03/17,65,321.8366452
Player 9 11/03/17,70,366.0656725
Player 9 11/03/17,75,246.1974553
Player 9 11/03/17,80,367.4309703
Player 9 11/03/17,85,311.6353061
Player 9 11/03/17,90,328.6344542
Player 1 11/07/17,0,0.0002
Player 1 11/07/17,45,0.0002
Player 1 11/07/17,50,0.00078
Player 1 11/07/17,55,0.00032
Player 1 11/07/17,65,0.00128
Player 1 11/07/17,70,0.0005
Player 1 11/07/17,75,0.00015
Player 1 11/07/17,85,0.00167
Player 1 11/07/17,90,0.0011
Player 2 11/07/17,0,425.1153812
Player 2 11/07/17,10,1183.996558
Player 2 11/07/17,15,433.0788026
Player 2 11/07/17,20,324.9212978
Player 2 11/07/17,30,1470.740491
Player 2 11/07/17,35,362.5608907
Player 2 11/07/17,40,484.5879595
Player 2 11/07/17,45,311.2067459
Player 2 11/07/17,50,339.0307708
Player 2 11/07/17,55,151.5481362
Player 2 11/07/17,65,1065.387893
Player 2 11/07/17,70,291.4647658
Player 2 11/07/17,75,96.19879654
Player 2 11/07/17,85,1351.216413
Player 2 11/07/17,90,323.6005955
Player 3 11/07/17,0,0.00075
Player 3 11/07/17,5,3E-05
Player 3 11/07/17,35,0.00032
Player 3 11/07/17,40,0.00088
Player 3 11/07/17,45,0.00073
Player 3 11/07/17,50,0.00092
Player 3 11/07/17,55,0.00023
Player 6 11/07/17,0,301.6892518
Player 6 11/07/17,10,1009.853282
Player 6 11/07/17,15,385.498756
Player 6 11/07/17,20,274.6967901
Player 6 11/07/17,30,1372.259813
Player 6 11/07/17,35,370.3909096
Player 6 11/07/17,40,311.2223777
Player 6 11/07/17,45,311.7795492
Player 6 11/07/17,50,327.5827132
Player 6 11/07/17,55,168.1791059
Player 6 11/07/17,65,1552.438235
Player 6 11/07/17,70,309.4232444
Player 6 11/07/17,75,109.3036832
Player 6 11/07/17,85,1193.073898
Player 6 11/07/17,90,262.6846464
Player 7 11/07/17,0,540.6398349
Player 7 11/07/17,10,1129.032001
Player 7 11/07/17,15,502.7092568
Player 7 11/07/17,20,276.5270871
Player 7 11/07/17,30,1611.037417
Player 7 11/07/17,35,515.9656595
Player 7 11/07/17,40,383.044426
Player 7 11/07/17,45,313.5891512
Player 7 11/07/17,50,380.4523642
Player 7 11/07/17,55,135.3009902
Player 7 11/07/17,65,375.3374916
Player 7 11/07/17,70,0
Player 7 11/07/17,75,0
Player 8 11/07/17,0,511.6508812
Player 8 11/07/17,10,366.0250463
Player 8 11/07/17,15,524.7811294
Player 8 11/07/17,20,348.1136728
Player 8 11/07/17,30,1810.132131
Player 8 11/07/17,35,357.9254898
Player 8 11/07/17,40,297.5214716
Player 8 11/07/17,45,315.7128093
Player 8 11/07/17,50,320.2276461
Player 8 11/07/17,55,118.5039131
Player 8 11/07/17,65,1598.734413
Player 8 11/07/17,70,471.1338616
Player 8 11/07/17,75,101.4801962
Player 8 11/07/17,90,219.2416475
Player 10 11/07/17,0,557.9984232
Player 10 11/07/17,10,1523.455308
Player 10 11/07/17,15,572.3290964
Player 10 11/07/17,20,434.6376179
Player 10 11/07/17,30,2132.74209
Player 10 11/07/17,35,574.8799113
Player 10 11/07/17,40,594.9283951
Player 10 11/07/17,45,461.6414285
Player 10 11/07/17,50,538.8137896
Player 10 11/07/17,55,210.7017981
Player 10 11/07/17,65,395.3316896
Player 10 11/07/17,70,469.4831333
Player 10 11/07/17,75,116.6655355
Player 10 11/07/17,85,1790.569433
Player 10 11/07/17,90,352.5863648
Player 11 11/07/17,0,480.1258203
Player 11 11/07/17,10,1543.504734
Player 11 11/07/17,15,564.547316
Player 11 11/07/17,20,389.6902596
Player 11 11/07/17,30,2015.785102
Player 11 11/07/17,35,549.0962111
Player 11 11/07/17,40,347.0464759
Player 11 11/07/17,45,527.9516727
Player 11 11/07/17,50,360.0619749
Player 11 11/07/17,55,185.5078629
Player 11 11/07/17,65,1799.01038
Player 11 11/07/17,70,505.0783282
Player 11 11/07/17,75,152.4979849
Player 11 11/07/17,85,1306.6416
Player 11 11/07/17,90,259.678596
Player 12 11/07/17,0,538.2049624
Player 12 11/07/17,10,1308.693175
Player 12 11/07/17,15,529.90331
Player 12 11/07/17,20,338.7914119
Player 12 11/07/17,30,1626.943928
Player 12 11/07/17,35,456.1844568
Player 12 11/07/17,40,443.831836
Player 12 11/07/17,45,422.6708012
Player 12 11/07/17,50,486.9683741
Player 12 11/07/17,55,187.1301089
Player 12 11/07/17,65,309.3350854
Player 12 11/07/17,70,353.1252603
Player 12 11/07/17,75,130.6850259
Player 12 11/07/17,85,1482.07015
Player 12 11/07/17,90,314.0832394
Player 13 11/07/17,0,405.0747992
Player 13 11/07/17,10,1109.826945
Player 13 11/07/17,15,390.9869805
Player 13 11/07/17,20,333.455075
Player 13 11/07/17,30,1592.611442
Player 13 11/07/17,35,401.0407706
Player 13 11/07/17,40,355.7967908
Player 13 11/07/17,45,323.3284582
Player 13 11/07/17,50,381.4150898
Player 13 11/07/17,55,195.3011664
Player 13 11/07/17,65,1283.779127
Player 13 11/07/17,70,359.4824985
Player 13 11/07/17,75,93.12651264
Player 13 11/07/17,85,1274.98227
Player 13 11/07/17,90,294.8197474
Player 15 11/07/17,0,579.2337656
Player 15 11/07/17,10,1387.653152
Player 15 11/07/17,15,491.0798846
Player 15 11/07/17,20,303.7335397
Player 15 11/07/17,30,1603.744847
Player 15 11/07/17,35,391.2381441
Player 15 11/07/17,40,418.1817955
Player 15 11/07/17,45,411.1492255
Player 15 11/07/17,50,492.9139453
Player 15 11/07/17,55,115.5962378
Player 15 11/07/17,65,115.3999769
Player 16 11/07/17,0,534.1576534
Player 16 11/07/17,10,1268.299893
Player 16 11/07/17,15,570.1235987
Player 16 11/07/17,20,319.0400435
Player 16 11/07/17,30,1892.552988
Player 16 11/07/17,35,382.5425941
Player 16 11/07/17,40,363.9661133
Player 16 11/07/17,45,330.8462528
Player 16 11/07/17,50,479.6536372
Player 16 11/07/17,55,140.5711779
Player 16 11/07/17,65,1278.310953
Player 16 11/07/17,70,331.2306202
Player 16 11/07/17,75,122.8010269
Player 16 11/07/17,85,422.5
Player 16 11/07/17,90,0
Player 4 11/07/17,45,0
Player 5 11/07/17,45,2.450050137
Player 5 11/07/17,50,2.080270856
Player 5 11/07/17,55,3.238797656
Player 5 11/07/17,65,10.7801
Player 5 11/07/17,70,0.0011
Player 5 11/07/17,85,0.012
Player 5 11/07/17,90,0.0031
Player 9 11/07/17,45,2.257541277
Player 9 11/07/17,50,3.344776688
Player 9 11/07/17,55,8.182745746
Player 9 11/07/17,65,36.65027757
Player 9 11/07/17,70,0.001
Player 9 11/07/17,75,0.138
Player 9 11/07/17,85,0.011
Player 9 11/07/17,90,0.007
Player 14 11/07/17,45,4.185427777
Player 14 11/07/17,50,7.236203972
Player 14 11/07/17,55,2.923663432
Player 14 11/07/17,65,6.606519337
Player 14 11/07/17,70,0.0026
Player 14 11/07/17,75,0.0015
Player 14 11/07/17,85,0.0095
Player 14 11/07/17,90,0.0109
Player 17 11/07/17,55,0
Player 17 11/07/17,85,0.00043
Player 17 11/07/17,90,7E-05
Team Total 11/03/17,0,4859.455677
Team Total 11/03/17,5,4048.635728
Team Total 11/03/17,10,3864.290076
Team Total 11/03/17,15,4002.023918
Team Total 11/03/17,20,3918.354389
Team Total 11/03/17,25,3983.756489
Team Total 11/03/17,30,4311.657488
Team Total 11/03/17,35,4886.115946
Team Total 11/03/17,40,4140.895558
Team Total 11/03/17,45,5063.011189
Team Total 11/03/17,50,3694.741941
Team Total 11/03/17,55,3932.02623
Team Total 11/03/17,60,4937.242024
Team Total 11/03/17,65,3304.955885
Team Total 11/03/17,70,4714.17072
Team Total 11/03/17,75,3446.059571
Team Total 11/03/17,80,2983.139696
Team Total 11/03/17,85,3133.568402
Team Total 11/03/17,90,2619.55562
Team Total 11/07/17,0,4873.891723
Team Total 11/07/17,5,7098.204057
Team Total 11/07/17,10,4732.136038
Team Total 11/07/17,15,4965.038131
Team Total 11/07/17,20,3343.606795
Team Total 11/07/17,25,10277.13015
Team Total 11/07/17,30,6851.4201
Team Total 11/07/17,35,4361.825358
Team Total 11/07/17,40,4000.128521
Team Total 11/07/17,45,3738.770044
Team Total 11/07/17,50,4119.783257
Team Total 11/07/17,55,1622.686254
Team Total 11/07/17,60,5896.262053
Team Total 11/07/17,65,3930.841369
Team Total 11/07/17,70,3090.426912
Team Total 11/07/17,75,922.8984118
Team Total 11/07/17,75,5292.653019
Team Total 11/07/17,85,3528.435346
Team Total 11/07/17,90,2026.717007
